code,Outflows,Inflows,rate,year,Period
140,867,3053,0.56,1880,1880 - 1889
141,844,1519,0.29,1880,1880 - 1889
142,2191,1932,-0.06,1880,1880 - 1889
143,3,2,-0.2,1880,1880 - 1889
144,192,254,0.14,1880,1880 - 1889
145,600,404,-0.2,1880,1880 - 1889
146,774,2155,0.47,1880,1880 - 1889
147,2821,1824,-0.21,1880,1880 - 1889
148,3463,5774,0.25,1880,1880 - 1889
150,2561,1540,-0.25,1880,1880 - 1889
151,318,290,-0.05,1880,1880 - 1889
152,1635,1288,-0.12,1880,1880 - 1889
153,552,1904,0.55,1880,1880 - 1889
154,1519,1513,0,1880,1880 - 1889
155,1888,1685,-0.06,1880,1880 - 1889
156,246,560,0.39,1880,1880 - 1889
157,0,1,1,1880,1880 - 1889
158,327,307,-0.03,1880,1880 - 1889
